name,url,email,description,website,instagram,facebook,twitter,youtube,status,,,,,,,,,,,,,,,,,,
Hellenic Association,https://terriercentral.bu.edu/organization/hellenic-association,hellenic@bu.edu,"The BUHA goal is to enlighten the Boston University campus and the greater Boston area with the language, art, culture, history, politics, economies, beauty and majesty of modern and classical Hellenism. We welcome and counsel all new hellenic students!",,https://www.instagram.com/bu.hellenic/?hl=en,http://facebook.com/bu.hellenic.association,http://twitter.com/buha_bu,,success,,,,,,,,,,,,,,,,,,
Helping Hands for the Homeless,https://terriercentral.bu.edu/organization/helping-hands-for-the-homeless,buhelphand@gmail.com,"Helping Hands for the Homeless aims to spread awareness about homelessness in Boston and provide necessary resources to the homeless in the Boston area. Members of this organization have volunteered at local shelters and soup kitchens such as St. Francis House, Pine Street Inn, The New England Center and Home for Veterans, Rosie's Place, Boston Rescue Mission and Sunday's Bread, helping to prepare and serve meals to those living there. We have also worked with several organizations to fund-raise and to collect supplies that will be distributed to those who need them most.",,https://www.instagram.com/helpinghandsbu/?hl=en,,http://twitter.com/@helphandsatBU,,success,,,,,,,,,,,,,,,,,,
Her Campus Boston University,https://terriercentral.bu.edu/organization/hercampusbu,hc.bu@hercampus.com,"Her Campus is the leading media platform dedicated to empowering college women around the globe. Founded by and for college women, Her Campus is your ultimate destination for navigating the unique experiences that come with this transformative stage in life, whether it's curating the trendiest dorm on campus, landing your dream internship, or prioritizing your mental health while balancing a crazy-packed schedule. Her Campus Boston University is a community that uplifts, informs, and connects college women on topics like pop culture, wellness, style, politics, health, and more. Check us out online at HerCampus.com/BU for more information. Follow us on Instagram or Twitter: @HerCampusBU.",https://www.hercampus.com/bu/,https://www.instagram.com/hercampusbu/,,http://twitter.com/HerCampusBU,,success,,,,,,,,,,,,,,,,,,
Her Financial Future,https://terriercentral.bu.edu/organization/herfinancialfuture,HFFuture@bu.edu,"Welcome to Her Financial Future @ Boston University (@herfinancialfuturebu)! We started our organization as a safe space to teach all women and non-binary individuals (in all majors) about personal finance and investing. Despite there being great Questrom student organizations dedicated to stock trading, finance, financial modeling, and investing, we noticed a need for a club to teach women about personal finance and the basics of investing. So many of these clubs are open to all, but are heavily male-dominated, and it can be very daunting to join if you are a woman or if you aren't a Questrom major. We don't want HFF to feel intimidating to join at all. HFF is a safe space for women and non-binary individuals to learn more about how to sustain themselves financially and just about personal finance in general. In the Fall 2025 semester, we will be hosting bi-weekly workshops starting 9/9/25, and we will notify attendees of upcoming workshops, speaker events, or networking events via our Instagram (@herfinancialfuturebu) and via our newsletter. Sign up here! tinyurl.com/HFFbu2025 We hope to see you this semester! :)",,https://www.instagram.com/herfinancialfuturebu/,,,,success,,,,,,,,,,,,,,,,,,
herNetwork - Boston University Women in Business,https://terriercentral.bu.edu/organization/hernetwork-boston-university-women-in-business,herntwrk@bu.edu,"herNetwork is the Women in Business club which serves as a networking and mentoring group for motivated and passionate undergraduate BU students. We welcome all genders and majors. With our motto ""Women Mean Business"" we aim to build a strong and empowering community that invests in ourselves and in one another. Through corporate events, speaker panels, workshops, and our annual Spring Conference we strive to inspire, connect and educate our members in order to help them start a successful career. Please email us at herntwrk@bu.edu to join our mailing list and stay informed of our events and career information. We have many exciting things coming your way! Also, please like our Facebook page herNetwork Boston University and follow our Instagram @hernetworkbu. It will serve as a platform for members to interact with one another and share their thoughts on current issues and our latest events.",http://questromworld.bu.edu/hernetwork/,http://instagram.com/hernetworkbu,http://facebook.com/facebook.com/hernetworkBU,,,success,,,,,,,,,,,,,,,,,,
High Performance Computing Club,https://terriercentral.bu.edu/organization/high-performance-computing-club,buhpc@bu.edu,BUHPC is a student group hosted under the College of Engineering and is open to the entire BU community. The primary goal of this club is to enable students to learn about High Performance Computing and get hands on experience with in-house computing clusters. The objectives of the club are: 1. To form an interdisciplinary team of motivated undergraduates who will compete at various international student HPC competitions and conferences. 2. To motivate all students to learn about the applications and importance of HPC with as much in-depth technical and hands-on experience as possible. and 3. To inform and educate on the topic of HPC and how it intersects with AI to a broad range of people.,https://buhpc.com,,,,,success,,,,,,,,,,,,,,,,,,
Hillel Students Organization,https://terriercentral.bu.edu/organization/hillel-students-organization,,"Hillel, the center for Jewish life on campus, is the largest, most exciting, and most versatile organization at Boston University. Students work hard to build connections and strengthen relationships with other campus communities. They have made Hillel an integral part of BU's social, cultural, educational, political, and religious life.",https://www.bu.edu/hillel/,www.instagram.com/bu_hillel,http://facebook.com/BUHillel,http://twitter.com/BU_Hillel,,success,,,,,,,,,,,,,,,,,,
Hong Kong Student Association,https://terriercentral.bu.edu/organization/hong-kong-student-association,1buhksa@gmail.com,"Boston University Hong Kong Student Association is student-run organization dedicated to promoting greater Cantonese culture on campus. Through events such as Dim Sum outings and Chinese New Year celebrations, our members can get a glimpse of Hong Kong in the city of Boston. We also collaborate with other cultural organizations and our alumni to highlight inclusivity and diversity, connecting our members with the larger BU population. We aim to provide opportunities for people of all interests and identities to come together and become a part of our growing community. If you have a passion for the Cantonese culture, miss &ldquo;Home Kong&rdquo; a little, or simply want to contribute to our mission, please consider BUHKSA!",,https://www.instagram.com/buhksa/,http://facebook.com//groups/buhksa/,,,success,,,,,,,,,,,,,,,,,,
Hospitality Association at BU,https://terriercentral.bu.edu/organization/hospitality-association,buha0928@gmail.com,"The goal of the organization is to introduce students to the hospitality industry through networking events, hotel and restaurant tours, and general meetings. The club aims to create a community within the School of Hospitality beyond the classroom. This organization is open to all undergraduate students at Boston University. (Formerly the BU American Hotel &amp; Lodging Association Student Chapter)",,https://www.instagram.com/bu_ha,,http://twitter.com/buahla,,success,,,,,,,,,,,,,,,,,,
Howard Thurman Center,https://terriercentral.bu.edu/organization/htc,,,http://www.bu.edu/thurman/,,,,,success,,,,,,,,,,,,,,,,,,
IEEE Student Chapter/IEEE-HKN,https://terriercentral.bu.edu/organization/ieee-student-chapter-ieee-hkn,ieee@bu.edu,"BU IEEE Student Chapter and IEEE-HKN Kappa Sigma Chapter At Boston University, the IEEE Student Chapter and the IEEE-HKN Kappa Sigma Chapter merge to form a vibrant community known as BU IEEE, under the guidance of Professor Min-Chang Lee. Our association, BU IEEE, is deeply integrated with the IEEE Boston Section, benefiting from Professor Lee's leadership roles within various IEEE societies and committees. Originating from the establishment of BU HKN by Professor Lee in 2001, our IEEE-HKN chapter evolved and was officially reinstated as the Kappa Sigma Chapter in 2016, marking a significant milestone in our history. Together, we are officially recognized and supported by Boston University's Student Activities Office and the ECE Department, enabling us to offer a range of enriching activities including lectures, workshops, and social events, specifically tailored for ECE students from Freshmen to Seniors. BU IEEE Membership and Activities Membership to the BU IEEE Student Chapter is open to all ECE students, offering a platform for academic and professional development through a diverse range of activities. Our engagements extend beyond campus, connecting members with alumni and industry professionals to foster networking and mentorship opportunities. The IEEE-HKN Honor Society, an elite segment of our chapter, distinguishes itself by inviting students who exhibit exceptional academic achievement and embody the IEEE-HKN ideals of Scholarship, Character, and Attitude. Membership to IEEE-HKN is a prestigious honor, recognizing students who not only excel academically but also contribute positively to the community and the field of electrical and electronics engineering. Engagement and Induction Throughout the year, our chapter collaborates with the department to identify and invite students who meet the rigorous IEEE-HKN criteria for membership. Candidates undergo a period of engagement with the chapter, allowing us to assess their commitment to the core principles of IEEE-HKN. The culmination of this process is our annual induction ceremony, where selected candidates are formally welcomed into the IEEE-HKN Honor Society. This induction not only symbolizes academic excellence but also opens doors to exclusive IEEE-HKN events and networking opportunities, both locally and globally. Connect With Us For more information about the IEEE Student Chapter or the IEEE-HKN Honor Society at Boston University, please reach out to us at ieee@bu.edu. We are committed to fostering a supportive and dynamic community for students passionate about electrical and electronics engineering and related fields.",http://blogs.bu.edu/ieee/,,http://www.facebook.com/Boston-University-IEEE-102075591232385/,,,success,,,,,,,,,,,,,,,,,,
India Club,https://terriercentral.bu.edu/organization/india-club,buindiaclub@gmail.com,"In 1981, a group of Indians at BU came together with a vision: a student group at Boston University allowing people from all over the Boston area to meet and network. Over the last 37 years, the Boston University India Club has grown into the largest group of South Asians this side of the Mississippi. We're also the largest student cultural group on campus. Every year we host meetings, community events, free dinners, seasonal snacks, and last but certainly not least, our two flagship cultural shows, each of which attracts over 500 people. These large productions have in the past showcased the best dancing, singing, and acting talent our diverse student community has to offer.",,https://www.instagram.com/buindiaclub/?hl=en,,,,success,,,,,,,,,,,,,,,,,,
Indonesian Student Association,https://terriercentral.bu.edu/organization/indonesian-student-association,isabu@bu.edu,"ISABU (Indonesian Students Association at Boston University) is a student-led cultural organization with the purpose of uniting the Indonesian community within the university as well as to promote the Indonesian culture with the community in the Greater Boston Area. Our events set the stage to build a close-knit community for our fellow Indonesian students as well as provide a home-away-from home. We engage in different collaborative projects with other associations within and outside Boston University to provide our members with opportunities to get involved with wider communities and meet new people. The Indonesian Students Association at Boston University serves as a gateway for all students who have an interest in the culture and aesthetic of Indonesia. With our focus on cultivating a developed Indonesian community in Boston University, ISABU aims to connect every individual on campus and provide a valuable and cultural learning experience.",,https://www.instagram.com/the.isabu/,http://facebook.com/theisabu,,,success,,,,,,,,,,,,,,,,,,
INK Illustration Club,https://terriercentral.bu.edu/organization/ink,inkclub@bu.edu,"Welcome to INK! Formerly the Illustration Narrative Collaborative, INK is a creative club at BU aimed at artists, writers and storytellers from any medium or background. Whether you're a beginner artist or a wizened industry expert, we have a variety of workshops, critique nights and drawing challenges to help you learn and improve. Come and showcase your talent in our club semester projects or collaborative event! We also host game nights, dinners, art contests, and visit conventions like Anime Boston and MICE. Join us and make friends in BU's art community! :)",https://forms.gle/f99cFXnRmGjhhNgp8,https://www.instagram.com/bu.ink/,,,,success,,,,,,,,,,,,,,,,,,
Inner Strength Gospel Choir,https://terriercentral.bu.edu/organization/inner-strength-gospel-choir,isgchoir@bu.edu,"Boston University's Inner Strength Gospel Choir (ISGC) is an award-winning, non-denominational, student-run organization devoted to glorifying God through song and praise. Established in 1973, ISGC is a diverse choir comprised of forty-plus members from all walks of life, with different experiences and beliefs. We come together each Sunday evening of the academic year to sing songs of thanks and praise and to support and encourage one another in our daily lives. Each year ISGC hosts three large events: Fall Concert, Spring Concert and our Annual Tour. Fall Concert and Spring Concert are held on campus at Marsh Chapel. For our Annual Tour, we travel to various locations around the country to share our ministry through song and community service and to proudly represent the Boston University Community. We've toured in Dallas, South Carolina, New York, SanFransico, and many other cities around the country. If you are interested in joining ISGC or simply want to learn more about the choir, please attend one of our weekly rehearsals. We are a non-audition choir, so everyone is welcome to join. Rehearsals are held each Sunday evening of the academic year from 7:00 to 9:00pm at Marsh Chapel. We'd love for you to meet us, and for us to meet you!",https://www.bu.edu/chapel/music/isgc/,https://www.instagram.com/isgc.bu/,http://facebook.com/BUISGC,http://twitter.com/isgcatbu,,success,,,,,,,,,,,,,,,,,,
"Interface of Science, Technology, Engineering, and Policy",https://terriercentral.bu.edu/organization/instepatbu,,"INSTEP is a new student organization at Boston University that bridges the gap between engineering, science, and public policy. Our mission is to empower students to explore how science and innovation interact with regulation, advocacy, and public impact. Through workshops, case studies, advocacy training, and interdisciplinary collaborations, we aim to create a platform that promotes informed, civic-minded innovation. INSTEP is committed to fostering connections between BU's engineering community??ncluding all disciplines such as mechanical, electrical, computer, systems, and materials??nd broader societal needs.",,,,,,success,,,,,,,,,,,,,,,,,,
Inter Fraternity Council,https://terriercentral.bu.edu/organization/inter-fraternity-council,,"The InterFraternity Council (IFC) represents all recognized fraternities here at Boston University. As a general assembly comprised of an elected board, chapter presidents, and chapter delegates, the IFC is dedicated to the advancement, safety, and security of each recognized chapter in conjunction with the greater Boston University community. Recognized Fraternities: Alpha Epsilon Pi Chi Phi Kappa Sigma Lambda Chi Alpha Pi Kappa Alpha Phi Kappa Tau Sigma Chi Rush: Recruitment takes place twice a year at the beginning of both the Fall and Spring Semesters. Any men interested in joining Greek Life can find recruitment updates on Instagram @buifc. Case for Fraternity Rights: http://nicindy.org/fraternityrights/",,https://www.instagram.com/buifc/,,,,success,,,,,,,,,,,,,,,,,,
International Affairs Association,https://terriercentral.bu.edu/organization/international-affairs-association,buiaa.exec@gmail.com,"The Boston University International Affairs Association is an academic and professional society focused on bringing a global perspective to the social sciences. We have 5 branches and other committees focused on international affairs: our published undergraduate journal, the International Relations Review; our UNA-USA branch, Students for the UN; Boston University's Model United Nations Team, MUN@BU (ranked 4th in the World!); our collegiate MUN conference BARMUN; and our high school MUN conference BOSMUN! Through these branches, we encourage and promote diplomacy, dialogue, and the understanding of different cultures. As the largest student group on campus and one of the most active, we provide unparalleled opportunities to get involved at BU and beyond. How to Get Involved: Explore our main website at www.buiaa.org, or Instagram @bu_iaa. For more instantaneous updates, join our Slack and sign up for the mailing list to receive weekly newsletters. Come to our open meetings for SUN and MUN@BU (Every Tuesday) and check our website for the time and room that we will be in for the semester! Sign up to staff our conferences at barmun.org and bosmun.org. Of course, you can always email us and ask any question you may have at iaa@bu.edu.",http://buiaa.org,https://www.instagram.com/bu_iaa,http://facebook.com/buiaa,http://twitter.com/BU_IAA,,success,,,,,,,,,,,,,,,,,,
"Delta Sigma Theta Sorority, Inc.",https://terriercentral.bu.edu/organization/iotachapterdeltas,iotadst@gmail.com,"Iota Chapter of Delta Sigma Theta Sorority, Incorporated, formally known as the New England Chapter, was the first chapter of any black sorority in the New England Area. Iota chapter was chartered on December 29, 1921, and it is the ninth chapter of the sorority. The sorority's First National President, Sadie T.M. Alexander, and Virginia Alexander came from Grand Chapter in Washington, D.C. to initiate the women who had hopes of becoming members of Delta Sigma Theta Sorority, Inc.",https://iotachapterdeltas.com/chapter-history/,https://www.instagram.com/iotachapterdeltas/,,,,success,,,,,,,,,,,,,,,,,,
Persian Students Association,https://terriercentral.bu.edu/organization/iranian-students-association,skhatami@bu.edu,"Persian Student Association (PSA) is a cultural club focusing on Iranian culture and practices. We are determined to create a community of students who are interested in the Iranian culture whether they come from Iranian descent or not. Our goal is to create a safe space for many international students to feel understood, giving them a space to celebrate and share their culture with their peers. We believe that Boston University is a very diverse university filled with many international students with different backgrounds and we aim to gather all students that are interested in different cultures in our club. We will educate, share and promote our cultural events, creating a close knit community that share similar values.",https://linktr.ee/bupersian,https://www.instagram.com/bupersian/,,,,success,,,,,,,,,,,,,,,,,,
Islamic Society,https://terriercentral.bu.edu/organization/islamic-society,isbuact@gmail.com,"ISBU strives to aid our members in practicing and becoming educated about their faith, to establish a unifying sense of community and to spread the correct understanding of Islam among students, staff and the greater community, all with the ultimate goal of pleasing Allah (God). Please like our facebook page for updates: https://www.facebook.com/islamicsocietybu Best, ISBU E-Board",,https://www.instagram.com/islamicsbu/,http://facebook.com/islamicsocietybu,,,success,,,,,,,,,,,,,,,,,,
Italian Students Association,https://terriercentral.bu.edu/organization/italian-students-association,italians@bu.edu,"The aim of the Italian Students Association, with the mottto ""Be Italian, BU"", is to foster a strong sense of community between Italians at BU and those members of BU interested in Italian culture. We provide resources through organized events, talks, and meals, but also design a tailored introduction to Boston for incoming students from Italy. The organization aims to create an environment in which the greater Italian community can unite to discuss their views about the culture, current and historic events of Italy. The association will also create a bridge to faculty and alumni, thus stimulating debate and creating a network for Boston University students in Italy. The organization aims to share the Italian culture with students from all around the world and give them access to the Italian way of life through discussions and targeted guest speakers. The group respects the opinions of all members. In order to create an atmosphere in which the group members can share their passions, we will organize dining events and soirees through which the community can share poetry or watch movies in their original language. We will also organize excursions to engage Italian opera pieces and other muscial, literary, culinary, and philosophical resources. Most importantly, through our faculty and alumni we would like to become a regional platform for guest speakers from around the world.",,,,,,success,,,,,,,,,,,,,,,,,,
It's On Us ,https://terriercentral.bu.edu/organization/itsonus,itsonus@bu.edu,"""It's On Us"" (to stop sexual assault) is a social movement created by Barack Obama and White House Council on Women and Girls to raise awareness and fight against sexual assault on college campuses for both men and women. It's On Us is a rallying cry inviting everyone to step up and realize that the solution begins with us. It's a declaration that sexual assault is not only a crime committed by a perpetrator against a victim, but a societal problem in which all of us have a role to play. We are reframing sexual assault in a way that inspires everyone to see it as their responsibility to do something, big or small, to prevent it. We are asking everyone involved to create an environment, be it a dorm room, a party, a club or a sports team, or the greater college campus, where sexual assault is unacceptable and survivors are supported. It's On Us chapters establish a team, plan and host events, and conduct educational programs and training such as bystander intervention courses with their peers on campus in order to raise awareness about sexual violence on campus while preventing it from happening in the first place.",http://linktr.ee/itsonusbostonuniversity,https://www.instagram.com/itsonus_bostonu/?hl=en,,,,success,,,,,,,,,,,,,,,,,,
Jains In Voice and Action,https://terriercentral.bu.edu/organization/jains-in-voice-and-action,pranati@bu.edu,"JIVA: Jains In Voice and Action is Boston University's Jain student initiative, founded a couple years ago by Jainy Savla, '07 and Purvi Shah '06. JIVA's goals are to increase awareness of the Jain way of life in the university community, promote Jain ideals among the student body, and foster friendships among Jain students. JIVA organizes many educational and interactive activities for its members including guest speakers at BU, temple trips, Jain discussions, celebration of Jain festivals, and frequent social events.",,https://www.instagram.com/bu.jiva/?hl=en,http://facebook.com/BostonJains,http://twitter.com/BUJIVA,,success,,,,,,,,,,,,,,,,,,
Jalwa,https://terriercentral.bu.edu/organization/jalwa,jalwabu@gmail.com,"Constantly integrating traditional and modern styles of dance from the East and the West, Jalwa pushes limits with its choreography and fusion elements. Jalwa, or ""passion"" in Hindi, is what unites this team - a passion to dance, a passion to perform, and a passion to amaze the crowd. Incorporating Hiphop, Bollywood, Bhangra, Classical and Contemporary dance styles, Jalwa has competed on stages nationwide, including competitions in Champaign, Atlanta, Cleveland, Dallas, Minneapolis, and Los Angeles in 2022-23 alone! Our devotion to creativity, overall dedication, and undying love for one another is what sets us apart. We are not just a dance team, we are a family. We are Boston University Jalwa - one team, one passion.",,https://www.instagram.com/bujalwa/,https://www.facebook.com/BUJalwa,,https://www.youtube.com/@JalwaBU/videos,success,,,,,,,,,,,,,,,,,,
Japanese Student Association,https://terriercentral.bu.edu/organization/japanese-student-association,bujsa@bu.edu,"BU Japanese Student Association (BUJSA) is a student-run organization dedicated to promoting greater Japanese awareness and diversity on campus through general meetings and collaborative events with other cultural groups on campus, and other intercollegiate JSAs. We host exciting events throughout the academic year, such as movie and game nights, food outings, and our annual Haunted House, Sushi Formal, and year-end ""Omatsuri"" Cultural Festival. You can join our events as a general attendee or help plan events as an E-Board member. If you are passionate about Japanese culture and want to contribute to our mission, please consider joining the family!",,https://www.instagram.com/thebujsa/,http://facebook.com/thebujsa,,https://www.youtube.com/channel/UCNmuk6WXB8BXIeoaSLcr_fA,success,,,,,,,,,,,,,,,,,,
Jewish on Campus at Boston University,https://terriercentral.bu.edu/organization/jewishoncampus,bostonuniversity@jewishoncampus.org,"Jewish on Campus (JOC) is the movement of the Jewish future. We seek to revive pride in Judaism by encouraging a new generation of Jews through education, social media campaigning, and grassroots organizing. As a movement powered by students, we seek to end antisemitism on college campuses and beyond. Join our WhatsApp",https://www.jewishoncampus.org,https://www.instagram.com/jocbostonu,https://www.facebook.com/jewishoncampsus/,,,success,,,,,,,,,,,,,,,,,,
Kappa Alpha Theta,https://terriercentral.bu.edu/organization/kappa-alpha-theta,buthetacao@gmail.com,"Kappa Alpha Theta prides itself in fostering the growth of leading women! We value personal excellence, commitment to service, intellectual curiosity, and leadership potential. For our chapter, scholarship is our highest aim, we are proud of our sisters' commitment to this tenent. We also prioritize service to others through our work with Court Appointed Special Advocates, Guardian Ad Litem (CASA GAL). CASA GAL is an organization that pairs trained special advocated with children navigating the court system. These advocated act as both a mentor and voice for the child through this difficult experience. Often, these Advocates are the only person looking after and supporting the child. The work of CASA GAL is deeply important to Kappa Alpha Theta and especially to the Eta Chi chapter at BU. We are proud to support the local Boston CASA chapter and give back to our community. We commit ourselves to hosting events each semester such as Mocktails and Painting and a Theta Dodgeball Tournament, Throw for Theta, to encourage others to get involved, as well as making it fun. The Eta Chi chapter also strongly feels the importance of sisterhood, which we enjoy through movie nights, craft making, ice skating events, and more. Check out our Instagram (@thetabostonu) or contact our VP Administration (buthetacao@gmail.com), to find out more about our wonderful community of leading women!",https://bostonu.kappaalphatheta.org/,https://www.instagram.com/thetabostonu/,,,,success,,,,,,,,,,,,,,,,,,
Kappa Delta,https://terriercentral.bu.edu/organization/kappa-delta,vp.bukappadelta@gmail.com,"The Eta Phi chapter of Kappa Delta came to BU in 2010. We are a diverse group of women with strong leadership skills and an enthusiastic presence on campus. Kappa Delta organizes and holds many philanthropy, sisterhood, and social events throughout the year. Kappa Delta was founded at State Female Normal School (now Longwood University) in 1897 formed for the purpose of promoting confidence and encouraging women to be their best selves through the power of friendship. Kappa Delta makes great things happen in women. If you would like to contact this student group, please reach out to our President at president.bukappadelta@gmail.com.",,https://www.instagram.com/bukappadelta/?hl=en,,,,success,,,,,,,,,,,,,,,,,,
Kappa Kappa Psi,https://terriercentral.bu.edu/organization/kappa-kappa-psi,kkpsi@bu.edu,The Theta Beta Chapter of Kappa Kappa Psi at Boston University is a gender inclusive service fraternity dedicated to the improvement of the Boston University Bands.,https://kkpsitb.wixsite.com/bubands,https://www.instagram.com/kkpsithetabeta?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/KKPsiThetaBeta,,,success,,,,,,,,,,,,,,,,,,
Kappa Sigma,https://terriercentral.bu.edu/organization/kappa-sig,ztbaker@bu.edu,"Since established at the University of Virginia on December 10 1869, Kappa Sigma Fraternity has initiated more members than any other fraternal organization in the country. The Mu Psi Chapter of the Kappa Sigma Fraternity was founded at Boston University on November 14th, 1987. We are a values-based men's fraternity guided by the four pillars of Fellowship, Leadership, Scholarship, and Service. We are currently the largest, most diverse fraternity on campus. We pride ourselves on our various philanthropic efforts across campus and the greater Boston area. With brotherhood at the core of everything we do, our organization cultivates connections and life-long friendships for college and beyond.",,https://www.instagram.com/kappasigmabu,http://facebook.com//kappasigmabu,,,success,,,,,,,,,,,,,,,,,,
"Kappa Alpha Psi Fraternity, Inc",https://terriercentral.bu.edu/organization/kappaalphapsi,Chi.kapsi@gmail.com,"Kappa Alpha Psi Fraternity, Inc. is a historical Black Greek-letter fraternity founded on the campus of Indiana University, Bloomington, Indiana on January 5th 1911. It was founded by 10 astute men with the fundamental purpose of the fraternity being ""honorable achievement in every field of human endeavor. Chi Chapter was chartered on the Boston University campus on February 15, 1924, by the significant six: Maceo Hubbard, Julian Evans, Courtney Cooley, Theodore Nathaniel D. Scott, J. Logan Jenkins, and John Hunter. Chi Chapter is the 22nd undergraduate chapter of Kappa Alpha Psi Fraternity, Inc. and the fifth undergraduate charter to be awarded in the then-Eastern Province (now Northeastern Province).",https://www.kappaalphapsi1911.com/,,,,,success,,,,,,,,,,,,,,,,,,
(Kasual)Kicks Soccer Club,https://terriercentral.bu.edu/organization/kasualkicks,lilksim@bu.edu,"Pickup soccer? Casual games? Watch Parties? This is the club for you! PS: Check out our instagram kasualkicksbu for more information! The players behind Kasual Kicks believe that soccer is more than just a game; we believe it's a way to connect, learn, and grow. Through our events, such as recreational games, watch parties, twilight soccer games, and more, we strive to cultivate a community of soccer enthusiasts of ALL skill levels where they can engage in the sport they love, share their passion for soccer, and foster growth through teamwork and friendly competition. Kasual Kicks is DEDICATED to creating a welcoming environment for players from beginner to advanced. Our mission is to create a community where soccer serves as a bridge for people to meet and get to know eachtoehr through their common love of soccer. This focus on recreational play rather than intense competition offers a balanced and enjoyable experience for students looking to stay active, have fun and meet people.",,https://www.instagram.com/kasualkicksbu?igsh=MWV2cGZ0b2k0MG9ldg%3D%3D&utm_source=qr,,,,success,,,,,,,,,,,,,,,,,,
Qazaq Student Association,https://terriercentral.bu.edu/organization/kazakh-student-union,,"Welcome to Qazaq Student Association at Boston University! We're a vibrant and inclusive organization dedicated to promoting awareness and fostering appreciation of the Kazakhstani community nestled within the bustling city of Boston. Our mission is to cultivate a rich tapestry of cultural exchange, education, and social engagement, creating a warm and inviting space where individuals from all walks of life can come together to celebrate diversity and strengthen community bonds. We believe in the power of meaningful connections and the transformative potential of cross-cultural exchange. Through a diverse array of intellectual, cultural, and social events, we strive to provide a platform for dialogue, learning, and celebration. Whether you're interested in exploring the rich history and traditions of Kazakhstan, engaging in thought-provoking discussions on contemporary issues, or simply connecting with fellow members of the community, there's something for everyone at QSABU. From educational seminars and workshops to vibrant cultural festivals and holiday celebrations, our calendar is filled with opportunities for growth, connection, and celebration. We also organize conferences and special events tailored to the unique needs and interests of students and families from Kazakhstan, providing valuable resources and support to help them thrive in their new home away from home. Above all, QSABU is committed to creating a safe and inclusive space where individuals of all backgrounds feel welcome, valued, and respected. We believe that by coming together with open hearts and minds, we can bridge divides and build a stronger, more cohesive community for all. Join us as we on this enriching journey of discovery, connection, and celebration. Together, let's make a difference and build a brighter future for the Kazakhstani community in Boston and beyond",,,,,,success,,,,,,,,,,,,,,,,,,
Camp Kesem,https://terriercentral.bu.edu/organization/kesembu,bostonu@kesem.org,"Kesem is a nationwide community, driven by passionate college student leaders, that supports children through and beyond their parent's cancer. A program of Kesem, Camp Kesem operates free summer camps for children who have been impacted by a parent's cancer. Kesem's mission of supporting children through and beyond a parent's cancer, and our vision of ensuring that every child impacted by a parent's cancer is never alone, can only be realized through an ongoing, steadfast commitment to Diversity, Equity, and Inclusion in every part of our organization. Camp Kesem at Boston University was founded in 2017 and held their first camp in August 2018. As of 2020, we support over 50 campers.",https://www.kesem.org/chapters/massachusetts,https://www.instagram.com/Kesembostonu/,https://www.facebook.com/kesembostonu,,https://www.youtube.com/channel/UCF_AD8dhOgeAFkktdA11O4A,success,,,,,,,,,,,,,,,,,,
Korean Graduate Student Association,https://terriercentral.bu.edu/organization/kgsa,bu.kgsa@gmail.com,"The Boston University Korean Graduate Student Association (BU KGSA) is a dedicated student organization aimed at supporting and uniting Korean graduate students at Boston University. Our mission is to create a strong sense of community among Korean graduate students through cultural, academic, and social events that enhance their university experience. BU KGSA is committed to enriching the cultural diversity of the campus, promoting academic collaboration, and providing a platform for personal and professional development.",,https://www.instagram.com/bukgsa/?hl=en,https://www.facebook.com/groups/BUKGSA/,,,success,,,,,,,,,,,,,,,,,,
Khmer Student Association at Boston University,https://terriercentral.bu.edu/organization/khmer-student-association,,"The Khmer Student Association at Boston University is dedicated to fostering a vibrant community of Khmer students on campus. It serves as a welcoming space for individuals to explore and engage with Khmer culture, providing opportunities for Khmer Americans to reconnect with their heritage and offering a supportive environment for international students from Cambodia. The association advocates for community and unity, reflecting this through cultural, educational, and social events. Membership is open to all BU students who have an interest in Khmer culture and related studies. The club hosts general body meetings at least once a month, coordinated by the President, along with regular executive board meetings to ensure smooth operation and planning of events. The organization is committed to inclusivity, with no membership fees and a policy against discrimination of any kind. The executive board oversees the club's activities and initiatives, aiming to cultivate a strong Khmer community within Boston University and beyond.",,https://www.instagram.com/bu.khmer?utm_source=ig_web_button_share_sheet&igsh=djZwb2hjeW1vbm1q,,,,success,,,,,,,,,,,,,,,,,,
Kidney Disease Screening and Awareness Program,https://terriercentral.bu.edu/organization/kidney-disease-screening-and-awareness-program,kdsapbu@gmail.com,"The Kidney Disease Screening and Awareness Program (KDSAP) is a student-run organization that provides free kidney health screenings and health education to underserved communities in Boston and in the Greater Boston Area. We provide programs geared towards improving the health of underserved populations. According to the National Kidney Foundation, 1 in 3 American adults is currently at risk for developing chronic kidney disease. What's worse is that 1 in 9 American adults already have kidney disease and don't know it yet. KDSAP aims to raise awareness about chronic kidney disease and help prevent its onset by providing free kidney screenings to underserved communities. There are multiple components to this program, including community health screenings, community health education events, and opportunities to participate in colloquia on and off campus. KDSAP was founded in 2008 by students at Harvard University under the direction of Dr. Li-Li Hsiao. There are currently 20 chapters of KDSAP in the Unites States and Canada.",,https://www.instagram.com/kdsapbu/,,,,success,,,,,,,,,,,,,,,,,,
